STUDENTID,label,holdout,feature_set,data_length,kappa_mean,kappa_min,auc_mean,auc_min,pred
2333000033,1.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.559584192984649
2333000882,1.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.5947828540126868
2333000955,1.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.31198623645389295
2333001552,1.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.6830077061448566
2333001935,1.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.7290644576219182
2333001986,1.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.7667142575893012
2333002087,0.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.5336786480336211
2333002141,1.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.7977852189276861
2333002494,0.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.5729557130188401
2333002672,1.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.8381792709338367
2333002923,1.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.6470443994510403
2333003024,1.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.5053290750269043
2333003181,0.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.614196308928254
2333003245,1.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.6073503411094346
2333003695,0.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.17160668895603495
2333003776,1.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.5745323365246819
2333003971,1.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.37058924327306686
2333004276,1.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.7790065806361466
2333004381,0.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.4047324337223236
2333004578,1.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.3293097344473787
2333004721,0.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.1411220238095238
2333005566,1.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.7160936656334126
2333005825,0.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.5944252328609442
2333006503,1.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.6028189221324102
2333008034,1.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.6855394273351634
2333008239,1.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.3640662037907919
2333008468,1.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.8533319154527942
2333008484,0.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.3123077327716879
2333008492,1.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.6942662134941235
2333008565,1.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.6616715771743091
2333008646,1.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.9121666666666667
2333008719,1.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.8516633843280385
2333008816,0.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.7219372141500695
2333008905,1.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.6767881388158579
2333009154,1.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.7465683472786138
2333009821,0.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.47044789274606374
2333010772,0.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.5717346094097742
2333011710,0.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.5854640480661578
2333012457,0.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.7158245630286251
2333013585,0.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.4788557913317144
2333013909,1.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.5773075011500859
2333014344,0.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.5571824078699078
2333014689,1.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.8560496868985739
2333014948,1.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.5826207148480094
2333015006,1.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.7035767590701506
2333015707,1.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.5720018260811571
2333015880,1.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.6491402006889989
2333016134,1.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.3171313772033866
2333016541,1.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.2979454305525328
2333016797,0.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.709347914635527
2333017157,0.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.6714531108760329
2333017327,1.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.5773475232514698
2333017424,1.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.7902493230114424
2333017483,1.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.7196632830529002
2333017831,0.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.6002446712589287
2333018331,0.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.5012855987673197
2333018676,0.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.6927373594328873
2333019036,1.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.35390245314760327
2333019711,0.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.6175598193692943
2333019788,0.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.5842832912004179
2333020280,1.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.5960042491377469
2333020476,1.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.44524040048886254
2333020905,1.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.4649361598235046
2333021014,1.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.3752792658877808
2333021235,1.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.6308217500294515
2333021260,1.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.4738167914397692
2333021316,0.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.6091497140706441
2333021413,0.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.5766134708054592
2333021766,0.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.3509383360919934
2333021928,1.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.45254675474478906
2333022088,1.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.8464339733616295
2333022100,1.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.35170980622641435
2333023378,1.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.7231959685047077
2333023548,0.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.62151765238871
2333023769,1.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.5793037240537242
2333023955,1.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.6450238095238098
2333024218,1.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.4219516086027463
2333024498,0.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.777066579945123
2333024901,1.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.4654943874847278
2333024994,1.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.6865083312051108
2333025761,1.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.5392165876238458
2333026181,0.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.43701115103738514
2333026440,1.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.5825157586705564
2333026512,0.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.29214090770340784
2333026695,0.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.6036772186147187
2333027047,0.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.7225677635808033
2333027632,0.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.4211083574186699
2333028558,0.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.6129635458836928
2333028655,1.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.24175817852807133
2333028752,1.0,0,2,10.0,0.12512603826597893,0.0730266683673793,0.5644775691873788,0.5161290322580645,0.8466670584272339
