STUDENTID,label,holdout,feature_set,data_length,kappa_mean,kappa_min,auc_mean,auc_min,pred
2333000033,True,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.5979747962273608
2333000882,True,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.6968713053763895
2333000955,True,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.7548960921278354
2333001552,True,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.6765948998533992
2333001935,True,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.5795126524209656
2333001986,True,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.610759166980515
2333002087,False,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.4549743990028435
2333002141,True,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.7321679810993309
2333002494,False,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.6335840044996772
2333002672,True,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.6793257416378501
2333002923,True,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.5146247746371464
2333003024,True,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.5504080569003582
2333003181,False,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.688488303593839
2333003245,True,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.6378982354590301
2333003695,False,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.6809323251011021
2333003776,True,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.6593033967507566
2333003971,True,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.6260775680180604
2333004276,True,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.5782981614289264
2333004381,False,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.6805658680966231
2333004578,True,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.5791794696884023
2333004721,False,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.5549360307352109
2333005566,True,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.46588905147556153
2333005825,False,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.5768796834073001
2333006503,True,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.6314622509877884
2333008034,True,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.5734830064238222
2333008239,True,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.5305236386925588
2333008468,True,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.5230551952756087
2333008484,False,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.2855484461914317
2333008492,True,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.6821791995864992
2333008565,True,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.7294223474112068
2333008646,True,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.6833233642632713
2333008719,True,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.7137293632483076
2333008816,False,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.7132538097652259
2333008905,True,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.5860750828875853
2333009154,True,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.6355316455468812
2333009821,False,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.5606983122454803
2333010772,False,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.7484460199522863
2333011710,False,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.6567159074661446
2333012457,False,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.6839592147681419
2333013585,False,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.6112612861956715
2333013909,True,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.5438304757440404
2333014344,False,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.6037073452423969
2333014689,True,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.8349413955840318
2333014948,True,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.6027288076964564
2333015006,True,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.6195337747805939
2333015707,True,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.7613363961531977
2333015880,True,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.71925492742916
2333016134,True,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.6112065165865084
2333016541,True,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.5998902412024743
2333016797,False,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.6456461589423367
2333017157,False,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.7011788822207576
2333017327,True,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.6511654721565087
2333017424,True,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.462706623707751
2333017483,True,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.518567575664789
2333017831,False,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.5330877903077241
2333018331,False,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.5120924035271369
2333018676,False,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.6821997145813445
2333019036,True,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.5985618769785144
2333019711,False,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.6047764783391189
2333019788,False,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.5655855177178846
2333020280,True,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.6722538822887171
2333020476,True,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.7752914086344146
2333020905,True,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.6776527296336541
2333021014,True,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.5668167657540615
2333021235,True,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.5568700064298369
2333021260,True,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.6904307316573195
2333021316,False,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.6676066344327594
2333021413,False,0,4,10.0,0.13312381946958934,0.06828343022034081,0.5886656090252071,0.5388242552441389,0.6053660641535743
