STUDENTID,pred,data_length
2333000106,0.5105436507936509,20
2333000190,0.6790595238095242,20
2333000289,0.8066666666666668,30
2333000386,0.36930357142857156,20
2333000637,0.7865160503860374,10
2333001048,0.6518895544528638,10
2333001633,0.6416666666666666,30
2333001731,0.4949166666666665,10
2333001803,0.5162843394765187,10
2333001897,0.815,30
2333002249,0.679755415459961,10
2333002583,0.764936507936508,20
2333003083,0.7635840158336679,10
2333003270,0.4741666666666666,30
2333003865,0.6207657817706593,10
2333003938,0.8283333333333333,30
2333004446,0.7916666666666665,30
2333004535,0.5336597222222224,10
2333005221,0.02361111111111111,10
2333005311,0.5357387853692201,10
2333005728,0.06244047619047619,20
2333005914,0.7099999999999999,30
2333008212,0.7720535714285713,20
2333008221,0.2834166666666667,10
2333008361,0.33916071428571437,20
2333008476,0.17866666666666675,10
2333008506,0.7180892857142861,20
2333008620,0.554964476688725,10
2333008638,0.6075,30
2333008778,0.5678928571428571,20
2333008921,0.6199801587301591,20
2333008930,0.6250000000000001,30
2333008972,0.3891666666666667,30
2333008981,0.6124999999999999,30
2333008999,0.5569402318180479,10
2333009057,0.7575,30
2333009553,0.2058333333333333,30
2333009618,0.6850000000000002,30
2333009723,0.3255833333333333,20
2333009812,0.7070456349206344,20
2333010501,0.8708333333333335,30
2333010756,0.599101037851038,10
2333011361,0.7259900793650792,20
2333011540,0.6325,30
2333012112,0.24333333333333332,30
2333012643,0.7566666666666667,30
2333014506,0.7033333333333333,30
2333014841,0.38333333333333336,30
2333015031,0.7633333333333333,30
2333015138,0.6136424942358988,10
2333015197,0.6245039682539681,20
2333015286,0.8291666666666668,30
2333015359,0.5251150793650796,20
2333015952,0.4807005012531328,10
2333016037,0.623704365079365,20
2333016983,0.6308333333333332,30
2333017076,0.48666666666666664,30
2333017921,0.5713366548854728,10
2333018480,0.7129047619047617,20
2333018781,0.6263504649590178,10
2333018978,0.466875,20
2333019371,0.7025,30
2333019966,0.6933333333333335,30
2333020123,0.5484655483405486,20
2333020310,0.794261544011544,20
2333020565,0.6141666666666665,20
2333022266,0.7616666666666667,30
2333022355,0.8779999037999037,10
2333022436,0.03240476190476191,20
2333022703,0.7761468253968254,20
2333022762,0.7641666666666667,30
2333022959,0.7556179914856385,10
2333023211,0.6541666666666667,30
2333023653,0.5583333333333332,30
2333024251,0.48394689811112085,10
2333024315,0.7594062271878448,10
2333024561,0.9341666666666667,30
2333024820,0.0025,30
2333026008,0.7022202380952386,20
2333026296,0.6423417087962542,10
2333026768,0.6041666666666666,30
2333026857,0.8444226190476191,20
2333026946,0.5488105255107258,10
2333027454,0.7930831731840025,10
2333028230,0.4600598395954997,10
2333028337,0.5104345238095239,20
2333028663,0.6489195249195248,10
2333028736,0.36604933261183253,20
2333028833,0.5924999999999999,30
2333029058,0.6096055944860292,10
2333029538,0.565,30
2333029945,0.6729877344877344,20
2333030439,0.6816666666666668,30
2333030684,0.5266666666666666,30
2333030781,0.47282359307359334,20
2333031192,0.765,30
2333031796,0.3909563492063492,20
2333031826,0.23666666666666664,30
2333031974,0.1806388888888888,20
2333032041,0.6595773809523812,20
2333032130,0.6320362072096793,10
2333032237,0.5050000000000001,30
2333032661,0.3225,30
2333032733,0.7299617747094237,10
2333032881,0.5649068038691314,10
2333033268,0.8133333333333335,30
2333033331,0.6982834694989107,10
2333033586,0.7066348627249945,10
2333033772,0.6304742063492064,20
2333034183,0.7679265873015869,20
2333034213,0.6191666666666666,30
2333034612,0.7836429015583427,10
2333034710,0.47666666666666674,30
2333035384,0.24260515873015873,20
2333035414,0.7686190476190474,20
2333035716,0.46833333333333327,30
2333035813,0.6303895902541976,10
2333035970,0.016559523809523805,20
2333036615,0.229734126984127,10
2333036666,0.5817430757250814,10
2333036674,0.5525,30
2333036836,0.42691481722346813,10
2333036925,0.64,30
2333037107,0.6227971016556544,10
2333037263,0.5994606625258799,10
2333037271,0.7161120361120362,10
2333037361,0.6075496031746033,20
2333037671,0.6237348817693646,10
2333037778,0.7594464285714286,20
2333037956,0.3695476190476192,20
2333038057,0.6030277777777778,20
2333038456,0.7741461760461757,10
2333038863,0.7257311507936507,10
2333041945,0.6558333333333334,30
2333042119,0.5335575396825398,20
2333042381,0.5570138888888888,20
2333042607,0.4617378230325748,10
2333043221,0.7633333333333334,30
2333043247,0.3566964285714289,20
2333043395,0.35166666666666674,30
2333044928,0.653190476190476,20
2333045592,0.6351131111535523,10
2333045860,0.8391666666666667,30
2333046289,0.4462916666666667,10
2333046726,0.6750694444444444,20
2333047048,0.7183333333333333,30
2333047137,0.5449547417693494,10
2333047315,0.8178896514548781,10
2333047722,0.570988095238095,20
2333047820,0.4575,30
2333047986,0.8370416666666669,20
2333048176,0.8192873645961882,10
2333048231,0.7785039682539683,20
2333048419,0.7641666666666667,30
2333048915,0.6992647987477918,10
2333049016,0.5595349844132474,10
2333049083,0.41583333333333333,30
2333049369,0.5977857142857143,20
2333051720,0.8642321428571429,20
2333051916,0.7517718253968251,20
2333052416,0.6392541486291488,10
2333053196,0.6175892857142857,20
2333053510,0.8755952380952382,20
2333053862,0.31691287878787877,20
2333053897,0.7308333333333333,30
2333055245,0.2576587301587303,20
2333055491,0.6868377525252525,10
2333055849,0.8091666666666667,30
2333056438,0.5916666666666665,30
2333056896,0.4379761904761905,20
2333057001,0.6032980721893643,10
2333057035,0.32031764069264085,20
2333057043,0.6571964285714283,20
2333057531,0.35833333333333334,30
2333057540,0.8223273666032717,10
2333057621,0.5733333333333335,30
2333057698,0.7575007936507936,10
2333057965,0.6434839324729605,10
2333058031,0.6916666666666668,30
2333058058,0.8310071833624465,10
2333058244,0.6328111418249016,10
2333058309,0.4846394802756361,10
2333058406,0.7597318889443888,10
2333058546,0.7070020010100271,10
2333058732,0.5710357142857143,20
2333058805,0.8216666666666668,30
2333058937,0.6666071428571427,20
2333059330,0.6190120840152754,10
2333059836,0.57,30
2333060702,0.0825,30
2333060711,0.41179518061683124,10
2333060770,0.5522202380952382,20
2333061199,0.4958333333333335,30
2333061440,0.8551892790180833,10
2333061628,0.5914378306878307,10
2333062128,0.335,30
2333062667,0.74,30
2333062811,0.5291666666666667,30
2333063019,0.5541666666666667,30
2333063311,0.43,30
2333063418,0.4285973512816785,10
2333064074,0.7168676143301144,10
2333064350,0.6748273809523809,20
2333065275,0.6808333333333333,30
2333065526,0.12003571428571429,20
2333065801,0.6375,30
2333065879,0.6017321428571429,20
2333066051,0.16416666666666668,30
2333066301,0.46382051282051284,10
2333067243,0.5736130952380954,20
2333067341,0.8354583333333336,20
2333067596,0.33833333333333326,30
2333067910,0.6573075323696485,10
2333068011,0.7311642020923934,10
2333068193,0.5841666666666667,30
